Distance,K_Value
0.0,0.021574366307709363
102.04081632653062,89.57678967415818
204.08163265306123,89.57678967415818
306.12244897959187,89.57678967415818
408.16326530612247,89.57678967415818
510.2040816326531,89.57678967415818
612.2448979591837,89.57678967415818
714.2857142857143,89.57678967415818
816.3265306122449,89.57678967415818
918.3673469387755,89.57678967415818
1020.4081632653061,89.57678967415818
1122.4489795918369,89.57678967415818
1224.4897959183675,89.57678967415818
1326.530612244898,89.57678967415818
1428.5714285714287,89.57678967415818
1530.6122448979593,89.57678967415818
1632.6530612244899,89.57678967415818
1734.6938775510205,89.57678967415818
1836.734693877551,89.57678967415818
1938.7755102040817,89.57678967415818
2040.8163265306123,89.57678967415818
2142.857142857143,89.57678967415818
2244.8979591836737,89.57678967415818
2346.9387755102043,89.57678967415818
2448.979591836735,89.57678967415818
2551.0204081632655,89.57678967415818
2653.061224489796,89.57678967415818
2755.1020408163267,89.57678967415818
2857.1428571428573,89.57678967415818
2959.183673469388,89.57678967415818
3061.2244897959185,89.57678967415818
3163.265306122449,89.57678967415818
3265.3061224489797,89.57678967415818
3367.3469387755104,89.57678967415818
3469.387755102041,89.57678967415818
3571.4285714285716,89.57678967415818
3673.469387755102,89.57678967415818
3775.5102040816328,89.57678967415818
3877.5510204081634,89.57678967415818
3979.591836734694,89.57678967415818
4081.6326530612246,89.57678967415818
4183.673469387755,89.57678967415818
4285.714285714286,89.57678967415818
4387.755102040816,89.57678967415818
4489.795918367347,89.57678967415818
4591.836734693878,89.57678967415818
4693.877551020409,89.57678967415818
4795.918367346939,89.57678967415818
4897.95918367347,89.57678967415818
5000.0,89.57678967415818
